Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
5344,Receive,14:40:37.280.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5345,Send,14:40:37.280.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5346,Receive,14:40:37.281.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5347,Receive,14:40:37.282.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 08 00 00 
5348,Receive,14:40:37.289.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5349,Receive,14:40:37.290.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5350,Receive,14:40:37.290.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5351,Receive,14:40:37.292.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 09 00 00 
5352,Send,14:40:37.292.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5353,Receive,14:40:37.300.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5354,Receive,14:40:37.300.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5355,Receive,14:40:37.301.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5356,Receive,14:40:37.302.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 0a 00 00 
5357,Receive,14:40:37.302.0,0x00000023,Data,Standard,0x08,28 0a 14 46 00 00 01 91 
5358,Receive,14:40:37.303.0,0x00000026,Data,Standard,0x08,4f 4f 21 45 45 45 45 46 
5359,Send,14:40:37.303.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5360,Receive,14:40:37.305.0,0x00000027,Data,Standard,0x08,05 60 00 42 f0 03 99 e0 
5361,Receive,14:40:37.306.0,0x00000028,Data,Standard,0x08,01 42 01 42 02 10 00 00 
5362,Receive,14:40:37.307.0,0x0000002d,Data,Standard,0x08,00 00 04 00 00 00 00 00 
5363,Receive,14:40:37.308.0,0x00000029,Data,Standard,0x08,0c 99 0c 9a 0c 99 0c 99 
5364,Receive,14:40:37.309.0,0x0000002a,Data,Standard,0x08,0c 99 0c 99 0c 99 0c 99 
5365,Receive,14:40:37.309.0,0x0000002b,Data,Standard,0x08,0c 99 0c 99 0c 9a 0c 99 
5366,Receive,14:40:37.312.0,0x0000002c,Data,Standard,0x08,0c 99 0c 99 0c 9a 0c 98 
5367,Receive,14:40:37.312.0,0x0000002f,Data,Standard,0x08,00 00 00 00 00 00 00 00 
